sym,cum_pnl,single_pnl,accuracy,n_active,f0_5_macro
0,0.544227494263755,0.0021856525874046386,0.8172955121245024,249,0.03966834582885331
1,2.8364428687637924,0.0004166950005529297,0.44150380021715524,6807,0.19545150742344614
2,0.9307366732074807,5.571271837707893e-05,0.5708695258776691,16706,0.2246067133067239
3,0.20171063082997753,0.0002700276182462885,0.7948108939558451,747,0.04524001624377709
4,3.6415805596663082,0.000435075335682952,0.47498190372783206,8370,0.21227915766908512
