T,delta,sum_cum_pnl,mean_cum_pnl,n_pos_folds,mean_accuracy,sum_n_active,fold0_pnl,fold1_pnl,fold2_pnl,fold3_pnl,fold4_pnl
0.35,0.2,5.760804052144309,1.1521608104288616,4,0.5935599891422367,107132,0.18175390245661138,1.3079102491801262,0.7742086319625271,-0.048298676780728106,3.5452299453257723
0.4,0.2,5.760804052144309,1.1521608104288616,4,0.5935599891422367,107132,0.18175390245661138,1.3079102491801262,0.7742086319625271,-0.048298676780728106,3.5452299453257723
0.45,0.1,5.681922649996759,1.1363845299993518,4,0.5653320665942816,105485,-2.7070190241907737,2.489220418799433,0.8154174562869749,0.022591551918066423,5.061712247183058
0.55,0.25,4.749888211760603,0.9499776423521207,3,0.6238531487513572,9815,-0.0025448039018450344,1.631868367660401,1.015220382017317,-0.016080306018999607,2.1214245720037295
0.55,0.2,4.707547863422336,0.9415095726844672,3,0.6234097900832428,10034,-0.0025448039018450344,1.6311055191857249,1.0120046000743836,-0.05444202393965704,2.1214245720037295
0.55,0.0,4.706978241395577,0.9413956482791154,3,0.6233803836409699,10049,-0.0025448039018450344,1.6311055191857249,1.0120046000743836,-0.055011645966416625,2.1214245720037295
0.55,0.05,4.706978241395577,0.9413956482791154,3,0.6233803836409699,10049,-0.0025448039018450344,1.6311055191857249,1.0120046000743836,-0.055011645966416625,2.1214245720037295
0.55,0.15,4.706978241395577,0.9413956482791154,3,0.6233803836409699,10049,-0.0025448039018450344,1.6311055191857249,1.0120046000743836,-0.055011645966416625,2.1214245720037295
0.55,0.1,4.706978241395577,0.9413956482791154,3,0.6233803836409699,10049,-0.0025448039018450344,1.6311055191857249,1.0120046000743836,-0.055011645966416625,2.1214245720037295
0.6,0.0,1.8666176597871276,0.3733235319574255,4,0.6224031849439016,2517,0.0065082372600769565,0.7750475589716959,0.16023421293414136,-0.0008059205341752446,0.9256335711553886
0.6,0.05,1.8666176597871276,0.3733235319574255,4,0.6224031849439016,2517,0.0065082372600769565,0.7750475589716959,0.16023421293414136,-0.0008059205341752446,0.9256335711553886
0.6,0.1,1.8666176597871276,0.3733235319574255,4,0.6224031849439016,2517,0.0065082372600769565,0.7750475589716959,0.16023421293414136,-0.0008059205341752446,0.9256335711553886
0.6,0.15,1.8666176597871276,0.3733235319574255,4,0.6224031849439016,2517,0.0065082372600769565,0.7750475589716959,0.16023421293414136,-0.0008059205341752446,0.9256335711553886
0.6,0.2,1.8666176597871276,0.3733235319574255,4,0.6224031849439016,2517,0.0065082372600769565,0.7750475589716959,0.16023421293414136,-0.0008059205341752446,0.9256335711553886
0.6,0.25,1.8666176597871276,0.3733235319574255,4,0.6224031849439016,2517,0.0065082372600769565,0.7750475589716959,0.16023421293414136,-0.0008059205341752446,0.9256335711553886
0.65,0.0,0.34146816644389866,0.06829363328877973,3,0.6214078899746652,528,0.0,0.18179928766754033,0.00920401311349376,0.0,0.15046486566286457
0.65,0.05,0.34146816644389866,0.06829363328877973,3,0.6214078899746652,528,0.0,0.18179928766754033,0.00920401311349376,0.0,0.15046486566286457
0.65,0.1,0.34146816644389866,0.06829363328877973,3,0.6214078899746652,528,0.0,0.18179928766754033,0.00920401311349376,0.0,0.15046486566286457
0.65,0.15,0.34146816644389866,0.06829363328877973,3,0.6214078899746652,528,0.0,0.18179928766754033,0.00920401311349376,0.0,0.15046486566286457
0.65,0.2,0.34146816644389866,0.06829363328877973,3,0.6214078899746652,528,0.0,0.18179928766754033,0.00920401311349376,0.0,0.15046486566286457
0.65,0.25,0.34146816644389866,0.06829363328877973,3,0.6214078899746652,528,0.0,0.18179928766754033,0.00920401311349376,0.0,0.15046486566286457
0.7,0.0,0.04328871408783844,0.008657742817567687,2,0.6210753709735795,97,0.0,0.03705601977423826,0.0,0.0,0.006232694313600181
0.7,0.05,0.04328871408783844,0.008657742817567687,2,0.6210753709735795,97,0.0,0.03705601977423826,0.0,0.0,0.006232694313600181
0.7,0.1,0.04328871408783844,0.008657742817567687,2,0.6210753709735795,97,0.0,0.03705601977423826,0.0,0.0,0.006232694313600181
0.7,0.15,0.04328871408783844,0.008657742817567687,2,0.6210753709735795,97,0.0,0.03705601977423826,0.0,0.0,0.006232694313600181
