sym,cum_pnl,single_pnl,accuracy,n_active,f0_5_macro
0,1.366192104356358,0.0004338495091636577,0.8013934129569309,3149,0.10428414455650373
1,2.221789242796468,0.00012988362228437202,0.441854415490409,17106,0.28096086044457846
2,1.5256390085394902,0.0001241366158290879,0.6004795512124502,12290,0.25747529546250036
3,-0.014484856778019523,-0.0001508839247710367,0.7966883821932682,96,0.0030416708912095716
4,3.768311103518869,0.00018936236701099846,0.470921552660152,19900,0.2967263626759736
