sym,cum_pnl,single_pnl,accuracy,n_active,f0_5_macro
0,0.19066014999010597,7.859033387885655e-05,0.8015517553384003,2426,0.06524733078896901
1,2.9123464635311347,0.00025141112426891704,0.43867625769091567,11584,0.2403747417581136
2,1.5236414315281537,0.00018203601332474954,0.595921552660152,8370,0.20289837442454528
3,-0.07928282847435143,-0.00010514963988640774,0.7912708107129931,754,0.02961184473789516
4,3.720149065638681,0.0003553829829612802,0.4667141693811075,10468,0.2273556438663049
