label,T,delta,sum_cum_pnl,mean_cum_pnl,std_cum_pnl,n_pos_folds,sum_n_active,fold0_pnl,fold1_pnl,fold2_pnl,fold3_pnl,fold4_pnl
ENS_alpha=0.05,0.4,0.25,8.488914206566166,1.6977828413132332,1.9292989698689427,5,82197,0.7692957988797502,1.5817185376071785,0.6641089769202005,0.043624034862034936,5.430166858297001
ENS_alpha=0.05,0.4,0.2,6.531149412115313,1.3062298824230625,2.7124681255966627,4,119318,0.8000270784275364,0.052490936821647405,-0.9994677361195248,0.06961836249397796,6.608480770491676
ENS_alpha=0.05,0.35,0.2,6.531149412115313,1.3062298824230625,2.7124681255966627,4,119318,0.8000270784275364,0.052490936821647405,-0.9994677361195248,0.06961836249397796,6.608480770491676
ENS_alpha=0.05,0.4,0.0,6.384300288423942,1.2768600576847884,4.511306321537488,3,183617,2.372738951085439,-1.6422768777563281,-3.8309375864927038,0.16375549579166965,9.321020305795866
ENS_alpha=0.05,0.4,0.05,6.227731201138987,1.2455462402277973,4.473991344978239,3,181835,2.2097721584870684,-1.5855906276764542,-3.8064832253850467,0.13998330273679338,9.270049592976626
ENS_alpha=0.05,0.4,0.1,5.81975047575611,1.163950095151222,4.311268335528112,3,173561,1.712060219361419,-1.4221626906985447,-3.616881100599236,0.11006248877167352,9.036671558920798
ENS_alpha=0.05,0.55,0.0,5.400555945139909,1.0801111890279818,0.9958036000946374,4,12397,-0.061579990183047016,1.911447672121123,1.080830649426313,0.027533377507964373,2.442324236267556
ENS_alpha=0.05,0.55,0.2,5.400555945139909,1.0801111890279818,0.9958036000946374,4,12397,-0.061579990183047016,1.911447672121123,1.080830649426313,0.027533377507964373,2.442324236267556
ENS_alpha=0.05,0.55,0.05,5.400555945139909,1.0801111890279818,0.9958036000946374,4,12397,-0.061579990183047016,1.911447672121123,1.080830649426313,0.027533377507964373,2.442324236267556
ENS_alpha=0.05,0.55,0.1,5.400555945139909,1.0801111890279818,0.9958036000946374,4,12397,-0.061579990183047016,1.911447672121123,1.080830649426313,0.027533377507964373,2.442324236267556
ENS_alpha=0.05,0.55,0.15,5.400555945139909,1.0801111890279818,0.9958036000946374,4,12397,-0.061579990183047016,1.911447672121123,1.080830649426313,0.027533377507964373,2.442324236267556
ENS_alpha=0.05,0.55,0.25,5.3989257611810695,1.0797851522362139,0.9955315879477377,4,12394,-0.061579990183047016,1.9098174881622831,1.080830649426313,0.027533377507964373,2.442324236267556
ENS_alpha=0.05,0.4,0.15,4.975512048293501,0.9951024096587002,3.532970576944987,3,153513,1.051550154290961,-0.9855865565777273,-2.782194673749756,0.10679764066646502,7.584945483663558
ENS_alpha=0.05,0.35,0.15,4.000228680807807,0.8000457361615615,3.5307264240535585,3,159048,1.0035987640707102,-1.2717341847168524,-3.120815755612884,0.09830625431101275,7.290873602755821
ENS_alpha=0.05,0.35,0.1,2.8477811341545713,0.5695562268309142,4.507429453466615,3,197007,1.6423618162926,-2.28829446835615,-4.974304047830031,0.07014261400480239,8.39787522004335
ENS_alpha=0.05,0.6,0.1,2.4559458695068095,0.4911891739013619,0.46051855709892575,4,2749,-0.013061812078191631,0.9091429934535012,0.4379440315671449,0.004695471458849932,1.117225185105505
ENS_alpha=0.05,0.6,0.15,2.4559458695068095,0.4911891739013619,0.46051855709892575,4,2749,-0.013061812078191631,0.9091429934535012,0.4379440315671449,0.004695471458849932,1.117225185105505
ENS_alpha=0.05,0.6,0.0,2.4559458695068095,0.4911891739013619,0.46051855709892575,4,2749,-0.013061812078191631,0.9091429934535012,0.4379440315671449,0.004695471458849932,1.117225185105505
ENS_alpha=0.05,0.6,0.05,2.4559458695068095,0.4911891739013619,0.46051855709892575,4,2749,-0.013061812078191631,0.9091429934535012,0.4379440315671449,0.004695471458849932,1.117225185105505
ENS_alpha=0.05,0.6,0.2,2.4559458695068095,0.4911891739013619,0.46051855709892575,4,2749,-0.013061812078191631,0.9091429934535012,0.4379440315671449,0.004695471458849932,1.117225185105505
ENS_alpha=0.05,0.6,0.25,2.4559458695068095,0.4911891739013619,0.46051855709892575,4,2749,-0.013061812078191631,0.9091429934535012,0.4379440315671449,0.004695471458849932,1.117225185105505
ENS_alpha=0.05,0.35,0.05,0.832406002606405,0.166481200521281,4.96898523755183,3,229890,2.1080777475941126,-3.217666475623359,-6.38942520470175,0.08745981892374775,8.243960116413653
ENS_alpha=0.05,0.65,0.2,0.3811244121050617,0.07622488242101234,0.08265220844424997,3,308,0.0,0.11561472388005961,0.047333419237025026,0.0,0.21817626898797707
ENS_alpha=0.05,0.65,0.0,0.3811244121050617,0.07622488242101234,0.08265220844424997,3,308,0.0,0.11561472388005961,0.047333419237025026,0.0,0.21817626898797707
