horizon,bucket,sym,n,n_active,active_rate,sum_pnl,per_trade_pnl,hit_rate_active
10,open_09:40-10:00,3,7224,3467,0.4799280177187154,0.5017741563543308,0.00014472862888789464,0.13585232189212576
10,open_09:40-10:00,4,7224,7020,0.9717607973421927,2.207411854669429,0.0003144461331437933,0.43703703703703706
10,open_09:40-10:00,-1,36120,31785,0.8799833887043189,5.218179142179162,0.00016417112292525286,0.344156048450527
10,pm_late_13:30-14:50,0,29784,8573,0.28783910824603814,0.5701426834347566,6.65044539175034e-05,0.2587192348069521
10,pm_late_13:30-14:50,1,29784,24692,0.8290357238785925,0.6253398932241471,2.53256072097905e-05,0.3284464603920298
10,pm_late_13:30-14:50,2,29784,7519,0.25245098039215685,0.6163698611579034,8.197497820958949e-05,0.19776566032717116
10,pm_late_13:30-14:50,3,29784,2727,0.09155922643029815,1.0656170032208414,0.00039076531104541306,0.23285661899523286
10,pm_late_13:30-14:50,4,29784,13261,0.44523905452591994,1.834939985194179,0.00013837116244583208,0.3192821054219139
10,pm_late_13:30-14:50,-1,148920,56772,0.3812248186946011,4.712409426231827,8.300587307531577e-05,0.2938772634397238
10,pm_open_13:10-13:30,0,14424,8005,0.5549778147531891,0.04252471406189734,5.312269089556195e-06,0.19487820112429732
10,pm_open_13:10-13:30,1,14424,12944,0.8973932334997227,0.5779750465415143,4.465196589473998e-05,0.33614029666254636
10,pm_open_13:10-13:30,2,14424,4594,0.3184969495285635,0.3007288310797024,6.54612170395521e-05,0.20047888550282977
10,pm_open_13:10-13:30,3,14424,1521,0.10544925124792014,0.4655615179943666,0.00030608909795816345,0.1932938856015779
10,pm_open_13:10-13:30,4,14424,8890,0.6163338879645036,1.602220074196591,0.00018022722994337357,0.33824521934758156
10,pm_open_13:10-13:30,-1,72120,35954,0.49853022739877983,2.989010183874072,8.313428780870201e-05,0.28183234132502644
20,mid_morn_10:00-11:20,0,36984,11863,0.32076032879082844,1.3480564102138768,0.00011363537134062858,0.12602208547584928
20,mid_morn_10:00-11:20,1,36984,32682,0.8836794289422453,2.3350077882471147,7.144629423680053e-05,0.2617648858698978
